Gill Bejerano
Vinaya Polamreddi
Anna Saplitski
Aaron Sidford
Guo (Gary) Yu
Vijay Pande
Alan Luo
Jean-Baptiste Boin
Tara Balakrishnan
Matei Zaharia
Archana Shenoy
Pat Hanrahan
Rajeev Motwani
Emily Tang
Timothy Lee
Victoria Kirst
Kevin Clark
Wayne Lu
Leo Keselman
Tim Wheeler
Guillermo Angeris
Anand Rajaraman
BJ Fogg
Douglas Chaffee
Sergio Benitez
Ron Dror
Ludwig Schubert
Vladlen Koltun
James Hamilton
Jennifer Widom
Rob Semmens
David Hershey
Aaron Broder
Will Kim
Jimmy Wu
Thomas Dean
Chris Piech
Mendel Rosenblum
Rishi Bedi
Belce Dogru
Adam Abdulhamid
Henry Corrigan-Gibbs
Juhi Naik
Leon Yao
Zi Yin
Yoav Shoham
Stephen Cooper
Eleanor Selfridge-Field
Christopher Manning
Kunmi Jeje
Austin Benson
John McCarthy
Zach Sunberg
Mikael Jorda
Aojia Zhao
Moses Charikar
Lydia Chilton
John Ousterhout
Ashish Goel
Allison Berke
Danielle Kain
Helen Jiang
Andrew Maas
Sunil Pai
Krister Johnson
Anna Shcherbina
Sherwin Smith
Hao Sheng
Orly Liba
Emma Brunskill
Rok Sosic
Rui Fu
Mary Wootters
Helen Fang
Amir Zamir
Benjamin Van Roy
Travis Geis
Andrea Zanette
Ash Ngu
Xiaocheng Li
Dennis Wall
David Wu
Vaughan Pratt
Vaggos Chatziafratis
Sophia Sanchez
Edward Feigenbaum
Roland Angst
Amr Alexandari
Kalanit Grill-Spector
Rishabh Bhargava
Maxime Voisin
Clifford Nass
Philip Levis
Martin Fischer
Dilsher Ahmed
Karan Rai
Andrea Montanari
Margaret Johnson
Karthik Jagadeesh
Richard Davis
Shane Leonard
Jocelyn Goldfein
Daniel Fernandes
Amin Saberi
Jade Huang
Sal Valdes
Michael Chen
Paulo Blikstein
Robert Hawkins
Stefano Ermon
Leonidas Guibas
Andrew Ng
Ajay Sohmshetty
Jonathan Pritchard
Nick Parlante
Hua Tang
Priya Ganesan
Sabelle Smythe
William Hamilton
Brandon Azad
Shannon Kao
Allison Okamura
Roy Pea
John Gill
Audrey Ho
Nadine Hussami
Daniel Templeton
Jofish Kaye
Okke Schrijvers
Hunter Boyce
P Pandurang Nayak
Huyen Nguyen
Ramesh Johari
Berk Coker
Wen Yau Aaron Loh
Rafael Musa
Julie Zelenski
Kalpit Dixit
Lindsey Kostas
Oussama Khatib
Ran Gross
Chris Hartung
Herb Lin
Devon Warshaw
Jason Chen
Kurt Akeley
Jeffrey Heer
Don Mai
Russell Stewart
Senthilnathan Viswanathan
Samuel Kim
Yuling Liu
Nicholas Troccoli
Gene Golub
Zhihao Jia
Wonchan Lee
Jui-Hsien Wang
William Chen
Barak Oshri
Jingwei Ji
Andrew Han
Anthony Ma
Ye Tian
John Clow
Ali Sharafat
Wilbur Yang
Christos Kozyrakis
E Flynn
Matt Wright
James Hong
Eric Roberts
Kat Gregory
Jessica Su
Nehal Bhandari
Luke Johnston
Sam Redmond
Mehran Sahami
Cynthia Dwork
Danqi Chen
Francois Germain
Sherman Leung
Lisa Yan
Tim Roughgarden
Michael Tessler
Sue George
Feiran Wang
Ron Fedkiw
Keith Winstein
Danyang Wang
Heiner Litz
Andreas Paepcke
J Salisbury
Kaidi Yan
Ziang Xie
David Hyde
Kevin Wu
Daniel Levy
Greg McInnes
Soroosh Hemmati
Sean Choi
Silvio Savarese
Paul Hegarty
Grayce Michael Ujihara
Anastasya Dubrovina Karni
Sam Altman
Maneesh Agrawala
Pei Cao
Helena Roeber
Osbert Bastani
Isaac Caswell
Peng-Wen Lin
Chinmayi Dixit
Tahrina Ahmed
Omer Reingold
Ryan Williams
Jeffrey Pyke
Trina Sarkar
Anthony Kim
Arjun Seshadri
Mark Musen
David Cheriton
Thomas Icard
Daphne Koller
Pulkit Agrawal
Huacheng Yu
Karthik Viswanathan
Vijay Singh
Pavitra Rengarajan
Ahmadreza Momeni
Teresa Meng
Yixin Wang
Alex Aiken
Neeral Dodhia
Marc Levoy
Adrian Sanborn
Mike Precup
Keith Schwarz
Maxwell Siegelman
Raunak Kasera
Gabbi Fisher
Juan Carlos Niebles Duque
Scott Klemmer
Serena Yeung
Christopher Gregg
Gary Bradski
Dan Jurafsky
Jayanth Ramesh
Eric Theis
Amani Peddada
Lichy Han
Lisa Wang
Hector Garcia-Molina
Shalom Rottman-Yang
Mykel Kochenderfer
Doug James
John Hennessy
Shyamal Buch
Luda Zhao
Sean Follmer
Sydney Li
Stephanie Palocz
Greg Ramel
Nicole Wein
Chris Re
Alon Devorah
Satish Chandra
Mingyu Gao
Dan Yamins
Andrew Lim
Luna Frank-Fischer
Yesenia Gallegos
Dawson, Engler
Edwin Park
Michael Genesereth
Michael Levitt
Jeffrey Ullman
Marianne Siroker
Kevin Zhai
Geza Kovacs
Sharad Goel
Matthew Volk
Martin Kay
Warut Suksompong
Ashutosh Saxena
Nathan Tindall
Olivier Gevaert
Sachin Katti
Luca Trevisan
Dinislam Tebuev
Mike Gloudemans
Gregory Valiant
David Eng
Osama El-Gabalawy
Bill Dally
Julie Stanford
Nishith Khandwala
Serge Plotkin
Qingyun Sun
Lucas Liu
Kevin Garbe
Seth Hildick-Smith
Michael Bao
James Zou
Chenyue Meng
Daniel Wright
Terry Winograd
Jerry Cain
Roland Vogl
Braden Hancock
Alex Jin
Kratarth Goel
Rachel Lim
Sebastian Thrun
Stephen Boyd
Bo Yoo
Maulik Kamdar
Mauria Finley
Gio Wiederhold
Jean-Luc Watson
Maya Israni
David Wang
Jeremy Morton
Armando Fox
Junwei Yang
Chuanqi Shen
Edward McCluskey
Richard Tang
Mauricio Rodriguez Marquez
Anton Apostolatos
Michela Meister
John Yang-Sammataro
Ben Ulmer
Michael Bernstein
Zhedi Liu
Minna Xiao
Timon Ruban
Shloka Desai
Lester Mackey
Peter Bailis
Priyanka Nigam
Jennifer Granick
Nils Nilsson
Jessica Torres
Peter Washington
Kian Katanforoosh
Shubha Raghvendra
Fouad Tobagi
Richard Socher
Jake McKinnon
Gobi Dasu
John Duchi
Junzi Zhang
Balaji Prabhakar
Hershed Tilak
Jay Borenstein
Yue Yu
Gregory Niemeyer
Ofir Geri
Bernd Girod
Ifueko Igbinedion
Serafim Batzoglou
Rachael Tompa
Natalie Telis
Tim Shi
Zohar Manna
Jerry Kaplan
Vignesh Ganapathi-Subramanian
Jean-Claude Latombe
Ge Wang
Connie Zeng
Pujun Bhatnagar
Albert Haque
Dylan Moore
